Algorithm,Best_Fitness,Mean_Fitness,Std_Fitness,Mean_Time,Stability_Score,Total_Runs,Model_Available,Session_ID,Mean_Features,Mean_Accuracy
PSO,0.06693492991738612,0.06777499303815093,0.0005983166443929947,115.13630294799805,0.9911720146683571,3,True,session_20251009_142622_b062fc88,10.666666666666666,0.9322250069618491
WDO,0.06904947554070363,0.07493115504811415,0.004725281264900798,96.06364194552104,0.9369383634635468,3,True,session_20251009_142622_b062fc88,10.0,0.9250688449518858
