Algorithm,Best_Fitness,Mean_Fitness,Std_Fitness,Mean_Time,Stability_Score,Total_Runs,Model_Available,Session_ID,Mean_Features,Mean_Accuracy
PSO,0.06144992109904391,0.06654073455243052,0.0036563413580438372,95.4111123085022,0.9450510821283039,3,True,session_20251009_144219_d07e9a32,11.0,0.9334592654475694
WDO,0.0668885175902719,0.06976329713171824,0.0021359955388369663,101.57028937339783,0.969382245010524,3,True,session_20251009_144219_d07e9a32,9.333333333333334,0.9302367028682818
