iteration,best_fitness
1,10691.152681292864
2,8426.453487374916
3,8351.852170129092
4,7231.857420996398
5,6884.257552417776
6,5778.772161062814
7,5008.627252658007
8,4838.701705973622
9,4594.5956372142
10,4089.1116881706516
11,2928.2699278817495
12,2680.8566012435263
13,1961.7010311756267
14,1585.0096309541236
15,812.9849184967848
16,496.33567568402844
17,176.10990788370802
18,90.96166938130601
19,78.08659896718011
20,70.0216038488451
