iteration,best_fitness
1,2627.704544013056
2,1386.874326682736
3,1279.4468583964851
4,1264.0427579597158
5,758.6481275110718
6,758.6481275110718
7,616.1438861013179
8,616.1438861013179
9,587.4010426659322
10,475.0721414757975
11,433.0525606119659
12,433.0525606119659
13,433.0525606119659
14,433.0525606119659
15,411.3169774806165
16,399.9335982912976
17,399.9335982912976
18,264.963639173406
19,264.963639173406
20,264.963639173406
21,245.45681126293766
22,245.45681126293766
23,245.45681126293766
24,245.45681126293766
25,245.45681126293766
26,171.41792020951993
27,171.41792020951993
28,171.41792020951993
29,171.41792020951993
30,170.79798422233455
31,170.79798422233455
32,170.79798422233455
33,170.79798422233455
34,170.79798422233455
35,170.79798422233455
36,170.79798422233455
37,170.79798422233455
38,170.79798422233455
39,170.79798422233455
40,170.79798422233455
41,170.79798422233455
42,170.79798422233455
43,170.79798422233455
44,170.79798422233455
45,170.79798422233455
46,170.79798422233455
47,36.906628830484706
48,36.906628830484706
49,36.906628830484706
50,36.906628830484706
