iteration,best_fitness
1,18724.502593944264
2,18724.502593944264
3,18724.502593944264
4,18724.502593944264
5,18724.502593944264
6,18724.502593944264
7,18724.502593944264
8,18724.502593944264
9,18724.502593944264
10,18724.502593944264
11,18724.502593944264
12,18724.502593944264
13,18724.502593944264
14,18724.502593944264
15,18724.502593944264
16,18724.502593944264
17,18724.502593944264
18,18724.502593944264
19,18724.502593944264
20,18724.502593944264
