iteration,best_fitness
1,16001.352956287516
2,16001.352956287516
3,16001.352956287516
4,16001.352956287516
5,16001.352956287516
6,16001.352956287516
7,16001.352956287516
8,16001.352956287516
9,15883.836616610066
10,15883.836616610066
11,11361.403019488898
12,8152.677547955262
13,8152.677547955262
14,8152.677547955262
15,8152.677547955262
16,8152.677547955262
17,8152.677547955262
18,7874.783453538234
19,2453.746428022193
20,1716.5862912863329
21,784.3539779722845
22,784.3539779722845
23,669.2236598584682
24,495.67142937428906
25,489.46982879325304
26,443.8691125359355
27,119.83604743868766
28,119.83604743868766
29,119.83604743868766
30,119.83604743868766
31,119.83604743868766
32,119.83604743868766
33,119.83604743868766
34,119.83604743868766
35,119.83604743868766
36,119.83604743868766
37,119.83604743868766
38,119.83604743868766
39,119.83604743868766
40,119.83604743868766
41,119.83604743868766
42,119.83604743868766
43,119.83604743868766
44,119.83604743868766
45,119.83604743868766
46,119.83604743868766
47,119.83604743868766
48,119.83604743868766
49,119.83604743868766
50,119.83604743868766
