iteration,best_fitness
1,1299.1083988007852
2,1299.1083988007852
3,252.47317329755256
4,252.47317329755256
5,200.7679467354762
6,200.7679467354762
7,179.3259241313017
8,58.29370952993228
9,53.756202838608495
10,12.0000944953653
11,12.0000944953653
12,12.0000944953653
13,12.0000944953653
14,12.0000944953653
15,12.0000944953653
16,12.0000944953653
17,12.0000944953653
18,12.0000944953653
19,12.0000944953653
20,12.0000944953653
21,12.0000944953653
22,6.9995709349649236
23,0.13831879190638693
24,0.006056849093218918
25,0.006056849093218918
26,0.006056849093218918
27,0.006056849093218918
28,0.006056849093218918
29,0.006056849093218918
30,0.006056849093218918
