iteration,best_fitness
1,2377.1537353110216
2,1757.4993615868154
3,1757.4993615868154
4,1639.3292450292713
5,1488.3766374037807
6,775.4227645206201
7,775.4227645206201
8,775.4227645206201
9,775.4227645206201
10,775.4227645206201
11,705.4560355041887
12,705.4560355041887
13,705.4560355041887
14,653.4936671006423
15,565.2873185955493
16,482.02209227762427
17,482.02209227762427
18,482.02209227762427
19,482.02209227762427
20,482.02209227762427
21,482.02209227762427
22,482.02209227762427
23,482.02209227762427
24,482.02209227762427
25,482.02209227762427
26,482.02209227762427
27,482.02209227762427
28,482.02209227762427
29,482.02209227762427
30,482.02209227762427
31,482.02209227762427
32,388.4324188650805
33,388.4324188650805
34,388.4324188650805
35,388.4324188650805
36,313.05013409084347
37,313.05013409084347
38,313.05013409084347
39,313.05013409084347
40,313.05013409084347
41,205.13387350684604
42,205.13387350684604
43,205.13387350684604
44,205.13387350684604
45,205.13387350684604
46,205.13387350684604
47,205.13387350684604
48,205.13387350684604
49,205.13387350684604
50,205.13387350684604
