iteration,best_fitness
1,5865.24862153057
2,2470.3155247210875
3,952.0025694545454
4,426.7265115115574
5,199.88233034867466
6,199.88233034867466
7,199.88233034867466
8,199.88233034867466
9,199.88233034867466
10,189.64467642466627
11,189.64467642466627
12,189.64467642466627
13,189.64467642466627
14,189.64467642466627
15,189.64467642466627
16,186.2122748252409
17,186.2122748252409
18,111.15900322463828
19,111.15900322463828
20,111.15900322463828
21,74.81502382746129
22,74.81502382746129
23,74.81502382746129
24,74.81502382746129
25,74.81502382746129
26,74.81502382746129
27,74.81502382746129
28,58.94876282043908
29,58.94876282043908
30,10.7171739072745
31,10.7171739072745
32,10.7171739072745
33,10.7171739072745
34,3.108503733554528
35,3.108503733554528
36,3.108503733554528
37,3.108503733554528
38,3.108503733554528
39,3.108503733554528
40,3.108503733554528
