iteration,best_fitness
1,10564.878534479763
2,1937.6340902137495
3,1937.6340902137495
4,1937.6340902137495
5,1937.6340902137495
6,1857.4271121514196
7,1857.4271121514196
8,1857.4271121514196
9,1857.4271121514196
10,1857.4271121514196
11,1698.4753847573281
12,1698.4753847573281
13,1596.054220125072
14,1596.054220125072
15,1596.054220125072
16,1121.8908482921677
17,1121.8908482921677
18,1121.8908482921677
19,1121.8908482921677
20,1080.432393348636
21,1080.432393348636
22,1080.432393348636
23,1080.432393348636
24,1080.432393348636
25,1080.432393348636
26,1080.432393348636
27,1080.432393348636
28,1080.432393348636
29,1080.432393348636
30,1080.432393348636
31,1080.432393348636
32,1080.432393348636
33,1080.432393348636
34,1080.432393348636
35,1080.432393348636
36,1080.432393348636
37,923.3679857121982
38,923.3679857121982
39,923.3679857121982
40,923.3679857121982
41,923.3679857121982
42,757.7656138491894
43,757.7656138491894
44,757.7656138491894
45,757.7656138491894
46,757.7656138491894
47,757.7656138491894
48,741.6231626646429
49,741.6231626646429
50,741.6231626646429
