iteration,best_fitness
1,0.052631578947368474
2,0.04385964912280704
3,0.04385964912280704
4,0.04385964912280704
5,0.04385964912280704
6,0.04385964912280704
7,0.04385964912280704
8,0.04385964912280704
9,0.04385964912280704
10,0.04385964912280704
11,0.04385964912280704
12,0.04385964912280704
13,0.04385964912280704
14,0.04385964912280704
15,0.03508771929824561
16,0.03508771929824561
17,0.03508771929824561
18,0.03508771929824561
19,0.03508771929824561
20,0.03508771929824561
21,0.03508771929824561
22,0.03508771929824561
23,0.03508771929824561
24,0.03508771929824561
25,0.03508771929824561
